,X,location,Weeks,CFR,TotalCasepm,NewCases,Age65Older,PopulationDensity,TotalTestpt,GDP,Vaccinationph,SI,GHSI,WGI,ï..iso_code,continent,Obesity_rate,Vaccinationph2,Count
18756,18789,South Korea,86,0.009606239,4350.633,1802.286,13.914,527.967,431.3594,35938.37,61.83143,50.93,70.2,-2.2,KOR,Asia,4.7,61.83143,0
4316,4345,Colombia,86,0.02536338,93831.76,3571.429,7.646,44.223,453.0574,13254.95,61.43833,46.3,44.2,0.19,COL,South America,22.3,61.43833,0
13047,13034,Mexico,86,0.08022036,24292.48,18801.29,6.857,66.444,70.88129,17336.47,59.88714,67.13,57.6,-0.01,MEX,North America,28.9,59.88714,0
999,971,Australia,86,0.02424595,1516.722,538.8571,15.504,3.202,1079.184,44648.71,58.94286,71.76,75.5,1.43,AUS,Oceania,20.1,58.94286,0
1301,1291,Azerbaijan,86,0.01402033,35508.19,2892.286,6.018,119.309,406.5334,15847.42,55.72714,58.57,34.2,-1.5,AZE,Asia,19.9,55.72714,0
10504,10493,Kazakhstan,86,0.01476587,39061.28,7643.143,6.991,6.681,NA,24055.59,55.47143,58.20143,40.7,-1.17,KAZ,Asia,21,55.47143,0
15902,15938,Paraguay,86,0.03380011,67357.66,165.4286,6.378,17.144,258.452,8827.01,53.01714,49.07,35.7,0.05,PRY,South America,20.3,53.01714,0
10355,10344,Jordan,86,0.01303435,69425.15,1007.857,3.81,109.285,792.1357,8337.49,51.57333,57.41,42.1,-0.7,JOR,Asia,35.5,51.57333,0
17088,17137,Russia,86,0.02573994,44989.18,20904,14.178,8.823,1185.321,24765.95,50.11714,43.06,44.3,-1.06,RUS,Europe,23.1,50.11714,0
20870,20905,Trinidad and Tobago,86,0.0282111,27328.9,219.7143,10.014,266.886,189.9843,28763.07,49.49714,87.22143,36.6,0.57,TTO,North America,18.6,49.49714,0
16933,16897,Romania,86,0.03159136,55305.64,408,17.85,85.129,541.889,23313.2,48.77571,53.64857,45.8,0.46,ROU,Europe,22.5,48.77571,0
16052,15991,Peru,86,0.09252217,62660.44,1254.143,7.151,25.129,478.0933,12236.71,48.63,67.59,49.2,0.23,PER,South America,19.47,48.63,0
14402,14432,New Zealand,86,0.009574603,563.9856,3.285714,15.322,18.206,498.421,36085.84,48.58,43.38571,54,1.62,NZL,Oceania,30.8,48.58,0
230,261,Albania,86,0.0181382,47808.97,369.7143,13.188,104.871,323.3016,11803.43,46.6375,37.96,52.9,0.21,ALB,Europe,21.7,46.6375,0
2206,2239,Bolivia,86,0.03768407,39459.76,602.4286,6.704,10.202,181.0257,6885.829,41.45143,56.48,35.8,-0.04,BOL,South America,20.2,41.45143,0
19973,20005,Taiwan,86,0.05172819,663.5664,11,NA,NA,99.885,NA,41.155,62.04,NA,0.98,TWN,Asia,NA,41.155,0
11407,11365,Lebanon,86,0.01369294,106121.9,1433.571,8.514,594.561,NA,13367.57,40.30143,65.24143,43.1,-0.5,LBN,Asia,32,40.30143,0
8987,8912,India,86,0.01339607,22736.53,34936,5.989,450.419,350.3547,6426.674,38.802,71.73286,46.5,0.38,IND,Asia,3.9,38.802,0
20571,20633,Timor,86,0.002597225,9322.739,183.5714,3.556,87.176,128.0235,6570.102,36.65,62.52714,26,0.34, , ,3.8,36.65,0
21020,20972,Tunisia,86,0.03495051,50516.38,2223.429,8.001,74.228,195.005,10849.3,36.11,79.63,33.7,0.21,TUN,Africa,26.9,36.11,0
22231,22265,Uzbekistan,86,0.006822344,4128.947,904.2857,4.469,76.134,NA,6253.104,35.022,67.06571,34.3,-1.62,UZB,Asia,16.6,35.022,0
13197,13144,Moldova,86,0.02406894,80102.7,259.7143,10.864,123.655,NA,5189.972,NA,45.49857,42.9,-0.11,MDA,Europe,18.9,33.3,0
20423,20414,Thailand,86,0.00834708,12634.72,21709.71,11.373,135.132,160.1499,16277.67,33.28333,72.75,73.2,-1.01,THA,Asia,10,33.28333,0
2804,2777,Bulgaria,86,0.04230919,63985.53,988.1429,20.801,65.18,561.604,18563.31,31.85857,23.15,45.6,0.32,BGR,Europe,25,31.85857,0
9138,9124,Indonesia,86,0.03053553,13969.06,22685.86,5.319,145.725,72.29357,11188.74,29.70857,71.47857,56.6,0.18,IDN,Asia,6.9,29.70857,0
2356,2349,Bosnia and Herzegovina,86,0.04680306,64138.13,230.2857,16.569,68.496,336.9684,11713.9,28.7,35.19,42.8,-0.24,BIH,Europe,17.9,28.7,0
1754,1741,Belarus,86,0.007818535,48339.66,1086.857,14.799,46.858,790.5255,17167.97,28.16,42.46,35.3,-1.35,BLR,Europe,24.5,28.16,0
11101,11146,Laos,86,0.000888117,1349.648,266.8571,4.029,29.715,19.85186,6397.36,NA,52.64286,43.1,-1.74, , ,5.3,27.24,0
14100,14087,Nepal,86,0.01405301,23986.42,2373,5.809,204.43,138.3671,2442.804,26.48167,67.19286,20.8,-0.13, , ,4.1,26.48167,0
16207,16171,Philippines,86,0.01734315,15057.9,12636.43,4.803,351.873,146.458,7599.188,24.59,78.57286,47.6,0.04,PHL,Asia,6.4,24.59,0
9290,9356,Iran,86,0.02208282,50068.62,39314.29,5.44,49.831,308.9476,19082.62,22.47,71.23286,37.7,-1.32,IRN,Asia,25.8,22.47,0
7480,7429,Georgia,86,0.01331213,128495.1,5025.429,14.864,65.032,1538.206,9745.079,21.454,45.10857,52,0.25,GEO,Asia,21.7,21.454,0
22977,23037,Zimbabwe,86,0.03420924,7360.007,506.2857,2.822,42.729,66.08614,1899.775,20.48,73.15,38.2,-1.13,ZWE,Africa,15.5,20.48,0
15454,15392,Palestine,86,0.01130594,61049.97,597.8571,3.043,778.202,NA,4449.898,20.44429,87.04,21.9,NA,PSE,Asia,NA,20.44429,0
8682,8721,Honduras,86,0.02645696,30481.01,1633.286,4.652,82.805,NA,4541.795,NA,77.64286,27.6,-0.51,HND,North America,21.4,19.45,0
6268,6248,Equatorial Guinea,86,0.01371025,5356.346,8.428571,2.846,45.194,114.1035,22604.87,19.44667,NA,16.2,-1.86,GNQ,Africa,8,19.44667,0
20115,20151,Tajikistan,86,0.007544609,1659.004,59,3.466,64.281,NA,2896.913,19.08,35.19,32.3,-1.69, , ,14.2,19.08,0
21467,21517,Ukraine,86,0.02384594,59319.5,1656.857,16.462,77.39,267.8968,7894.393,18.88286,53.50714,38,-0.01,UKR,Europe,24.1,18.88286,0
8089,8018,Guatemala,86,0.02695815,23132.1,3325.714,4.694,157.834,115.1337,7423.808,18.4,52.78,32.7,-0.34,GTM,North America,21.2,18.4,0
15304,15270,Pakistan,86,0.02222324,4672.549,4050.429,4.495,255.573,72.7414,5034.708,18.264,69.59286,35.5,-0.8,PAK,Asia,8.6,18.264,0
22380,22318,Venezuela,86,0.01191494,11265.83,920.2857,6.614,36.253,NA,16745.02,16.53,83.73143,23,-1.41,VEN,South America,25.6,16.53,0
18600,18591,South Africa,86,0.02966171,43478.74,12105.86,5.344,46.754,262.49,12294.88,15.9,51.85,54.8,0.66,ZAF,Africa,28.3,15.9,0
2503,2451,Botswana,86,0.01439351,52909.34,1658.429,3.941,4.044,615.8895,15807.37,15.51,67.32714,31.1,0.47,BWA,Africa,18.9,15.51,0
22536,22568,Vietnam,86,0.02100155,2796.304,8651.143,7.15,308.127,NA,6171.884,14.96429,77.31857,49.1,-1.45, , ,2.1,14.96429,0
10049,10095,Jamaica,86,0.02246559,20464.72,512.4286,9.684,266.879,184.5374,8193.571,13.83,66.67,29,0.62,JAM,North America,24.7,13.83,0
10954,10941,Kyrgyzstan,86,0.01421675,25935.69,369.1429,4.489,32.333,NA,3393.474,13.15571,57.41,49.3,-0.37,KGZ,Asia,16.6,13.15571,0
11845,11906,Libya,86,0.01382249,41470.89,2109.429,4.424,3.623,NA,17881.51,13.06,58.46571,25.7,-1.52,LBY,Africa,32.5,13.06,0
1603,1594,Bangladesh,86,0.01703297,8289.397,7700.286,5.098,1265.036,49.66829,3523.984,12.21,67.85714,35,-0.73,BGD,Asia,3.6,12.21,0
13944,13932,Namibia,86,0.0267606,47678.28,183.1429,3.552,3.078,252.0411,9541.808,10.196,44.97,35.6,0.49, , ,17.2,10.196,0
17539,17599,Senegal,86,0.02264601,4074.697,335.1429,3.008,82.328,42.01929,2470.58,8.38,21.55714,37.9,0.24,SEN,Africa,8.8,8.38,0
14550,14540,Nicaragua,86,0.02393923,1185.351,43.28571,5.445,51.667,NA,5321.444,8.35,2.78,43.1,-1.08,NIC,North America,23.7,8.35,0
843,783,Armenia,86,0.02001531,84345.49,382,11.232,102.931,516.3219,8787.58,7.92,NA,50.2,-0.11,ARM,Asia,20.2,7.92,0
17237,17179,Rwanda,86,0.0120039,5789.038,497.8571,2.974,494.869,164.816,1854.211,7.79,54.63,34.2,-1.13, , ,5.8,7.79,0
8238,8261,Guinea,86,0.01020776,2017.101,142.4286,3.135,51.755,NA,1998.926,6.968,62.68,32.7,-0.75,GIN,Africa,7.7,6.968,0
13795,13784,Myanmar,86,0.0373999,6537.142,3124.143,5.732,81.721,62.22171,5591.597,NA,66.2,43.4,-0.89,MMR,Asia,5.8,6.46,0
5971,5961,Egypt,86,0.05824059,2571.112,104.8571,5.159,97.999,NA,10550.21,5.84,43.52,39.9,-1.28,EGY,Africa,32,5.84,0
20721,20754,Togo,86,0.009273449,2028.482,195.1429,2.839,143.366,49.99529,1429.813,NA,50.93,32.5,-0.74,TGO,Africa,8.4,5.37,0
12740,12729,Mauritania,86,0.0212635,6358.425,270.4286,3.138,4.289,NA,3597.633,5.235,38.49,27.5,-0.85,MRT,Africa,12.7,5.235,0
7181,7173,Gabon,86,0.006450326,10707.48,13.85714,4.45,7.859,440.104,16562.41,5.05,67.59,20,-0.95,GAB,Africa,15,5.05,0
529,534,Angola,86,0.02458409,1254.557,168.1429,2.405,23.89,NA,5819.495,4.85,56.94,25.2,-0.92,AGO,Africa,8.2,4.85,0
5516,5483,Djibouti,86,0.01335502,10421.55,2.857143,4.213,41.285,NA,2705.406,4.73,43.52,23.2,-1.35,DJI,Africa,13.5,4.73,0
9442,9430,Iraq,86,0.01107486,39926.96,8633,3.186,88.125,316.455,15663.99,NA,75.93,25.8,-0.99,IRQ,Asia,30.4,4.73,0
13648,13705,Mozambique,86,0.01238292,4207.115,748.1429,3.158,37.728,25.09371,1136.103,4.51,48.15,28.1,-0.47, , ,7.2,4.51,0
4764,4718,Cote d'Ivoire,86,0.006898291,1858.263,157.7143,2.933,76.399,30.48417,3601.006,4.326,20.37,35.5,-0.22,CIV,Africa,10.3,4.326,0
4465,4503,Congo,86,0.01338421,2240.04,15,3.402,15.405,NA,4881.406,4.29,45.50143,23.6,-1.18,COG,Africa,9.6,4.29,0
7785,7778,Ghana,86,0.00831537,3307.38,479.4286,3.385,126.719,47.125,4227.63,NA,43.38286,35.5,0.58,GHA,Africa,10.9,3.8,0
10654,10642,Kenya,86,0.01961806,4086.158,1238.571,2.686,87.324,NA,2993.028,3.746667,53.70571,47.1,-0.36,KEN,Africa,7.1,3.746667,0
12288,12278,Malawi,86,0.03389411,2845.33,272.7143,2.979,197.519,NA,1095.042,3.581667,42.59,28,-0.06,MWI,Africa,5.8,3.581667,0
11547,11535,Lesotho,86,0.02788995,6173.617,72.42857,4.506,73.562,NA,2851.153,NA,60.19,30.2,0.08, , ,16.6,3.16,0
79,71,Afghanistan,86,0.04616109,3695.901,153.1429,2.581,54.422,NA,1803.987,NA,35.11571,32.3,-0.99,AFG,Asia,5.5,2.85,0
22829,22889,Zambia,86,0.0174538,10107.93,261,2.48,22.995,111.9197,3689.251,2.625,48.81286,28.7,-0.32,ZMB,Africa,NA,2.625,0
21317,21269,Uganda,86,0.02971661,2049.874,175.2857,2.168,213.759,33.32133,1697.707,NA,75.93,44.3,-0.67, , ,5.3,2.44,0
6721,6698,Ethiopia,86,0.01547402,2345.818,788.1429,3.526,104.957,25.90043,1729.927,1.8775,43.52,40.6,-1.16,ETH,Africa,4.5,1.8775,0
14698,14630,Niger,86,0.03423161,218.472,4.285714,2.553,16.955,NA,926,1.85,19.44,32.2,-0.58,NER,Africa,5.5,1.85,0
14849,14836,Nigeria,86,0.01216714,834.3623,505.1429,2.751,209.588,12.412,5338.454,NA,43.52,37.8,-0.41,NGA,Africa,8.9,1.82,0
19362,19427,Sudan,86,0.07483763,801.199,12.57143,3.548,23.258,NA,4466.507,NA,13.89,26.2,-1.84,SDN,Africa,8.6,1.765,0
3710,3667,Central African Republic,86,0.008786272,2013.748,8,3.655,7.479,NA,661.24,1.72,24.07,27.3,-1.19, , ,7.5,1.72,0
7329,7323,Gambia,86,0.02893744,3360.95,56.85714,2.339,207.566,36.56133,1561.767,NA,43.06,34.2,-0.2,GMB,Africa,10.3,1.61,0
19816,19809,Syria,86,0.07350701,1191.451,55.57143,NA,NA,NA,NA,NA,28.7,19.9,-1.96,SYR,Asia,NA,1.6,0
18446,18438,Somalia,86,0.05408084,927.948,61.71429,2.731,23.5,NA,NA,NA,35.19,16.6,-1.83,SOM,Africa,8.3,1.59,0
11695,11684,Liberia,86,0.04145829,1036.401,3.714286,3.057,49.127,NA,752.788,NA,43.91714,35.1,-0.04,LBR,Africa,9.9,1.5,0
8385,8419,Guinea-Bissau,86,0.01755344,2422.95,43.57143,3.002,66.191,NA,1548.675,NA,NA,20,-0.67, , ,9.5,1.45,0
3405,3410,Cameroon,86,0.01622723,2953.801,0,3.165,50.885,NA,3364.926,1.42,28.97143,34.4,-1.1,CMR,Africa,11.4,1.42,0
12591,12621,Mali,86,0.03638203,650.3296,7.428571,2.519,15.196,NA,2014.306,NA,48.15,29,-0.31,MLI,Africa,8.6,1.15,0
17836,17869,Sierra Leone,86,0.01908691,736.6526,3.142857,2.538,104.7,NA,1390.3,NA,56.48,38.2,-0.18,SLE,Africa,8.7,1.13,0
15752,15798,Papua New Guinea,86,0.0107796,1756.096,7.428571,3.808,18.22,NA,3823.194,1.11,49.07,27.8,0.04, , ,21.3,1.11,0
22681,22741,Yemen,86,0.1922235,216.5627,22.71429,2.922,53.508,NA,1479.147,NA,37.96,18.5,-1.75, , ,17.1,0.92,0
12141,12086,Madagascar,86,0.02224639,1445.803,5.857143,2.929,43.951,8.1036,1416.44,NA,50,40.1,-0.31, , ,5.3,0.665,0
2057,1995,Benin,86,0.01235419,690.842,159.7143,3.244,99.11,NA,2064.236,0.55,38.09714,28.8,0.27,BEN,Africa,9.6,0.55,0
18902,18935,South Sudan,86,0.01073021,1024.764,11.71429,3.441,NA,NA,1569.888,NA,25,21.7,-1.98, , ,8.6,0.52,0
20264,20256,Tanzania,86,0.03657644,20.871,0,3.108,64.699,NA,2683.304,0.33,11.11,36.4,-0.36,TZA,Africa,8.4,0.33,0
2953,3016,Burkina Faso,86,0.01244736,602.8553,6.857143,2.409,70.151,NA,1703.102,0.32,13.89,30.1,-0.04,BFA,Africa,5.6,0.32,0
3858,3903,Chad,86,0.03492173,281.1311,0.4285714,2.486,11.833,NA,1768.153,0.23,25,28.8,-1.45, , ,6.1,0.23,0
8533,8469,Haiti,86,0.02812083,1788.235,20.85714,4.8,398.448,NA,1653.173,0.19,55.29429,31.5,-0.75,HTI,North America,22.7,0.19,0
381,417,Algeria,86,0.02561527,4170.467,741.8571,6.211,17.348,NA,13913.84,NA,49.07,23.6,-0.98,DZA,Africa,27.4,0.17,0
5213,5257,Democratic Republic of Congo,86,0.0197452,537.1163,169.7143,3.02,35.879,NA,808.133,NA,37.96,26.5,-1.51,COD,Africa,6.7,0.09,0
3099,3120,Burundi,86,0.003871875,762.1549,146.1429,2.562,423.062,NA,702.225,NA,15.74,22.8,-1.65,BDI,Africa,5.4,0,0
6416,6364,Eritrea,86,0.005560095,1792.364,2.571429,3.607,44.304,NA,1510.459,NA,NA,22.4,-2.18, , ,5,0,0
16659,16678,Puerto Rico,86,NA,NA,NA,15.168,376.232,414.1959,35044.67,NA,NA,NA,0.49,PRI,North America,NA,0,0
21623,21574,United Arab Emirates,87,0.002848134,75132.57,1046,1.144,112.442,7678.642,67293.48,187.46,40.42714,46.7,-1.11,ARE,Asia,31.7,187.46,1
1454,1402,Bahrain,87,0.005103605,184500.7,96.57143,2.372,1935.907,3951.794,43290.71,166.4857,41.59286,39.4,-1.41,BHR,Asia,29.8,166.4857,1
16783,16712,Qatar,87,0.002603094,85665.59,234.8571,1.307,227.322,453.3276,116935.6,157.8829,47.38429,41.2,-1.2,QAT,Asia,35.1,157.8829,1
22083,22116,Uruguay,87,0.01566516,112215.7,106.7143,14.655,19.751,953.19,20551.41,155.8943,54.76571,41.3,1.21,URY,South America,27.9,155.8943,1
17993,17985,Singapore,87,0.000732056,11803.93,68.28571,12.922,7915.731,NA,85535.38,154.3829,44.16429,58.7,-0.06,SGP,Asia,6.1,154.3829,1
4011,4017,Chile,87,0.02242605,83332.8,620.2857,11.087,24.282,1004.82,22767.04,143.1829,58.40286,58.3,1.05,CHL,South America,28,143.1829,1
16509,16446,Portugal,87,0.01731218,99208.68,2328.286,21.502,112.371,1613.464,27936.9,140.62,53.90429,60.3,1.2,PRT,Europe,20.8,140.62,1
5369,5407,Denmark,87,0.007600738,57390.97,964.5714,19.677,136.52,6709.277,46682.51,139.5914,38.20714,70.4,1.61,DNK,Europe,19.7,139.5914,1
1909,1951,Belgium,87,0.02171612,100067.6,1963.143,18.571,375.564,1582.149,42658.58,137.4871,47.22,61,1.4,BEL,Europe,22.1,137.4871,1
3562,3479,Canada,87,0.01817225,38367.69,2765.286,16.984,4.037,1044.893,44017.59,136.9429,61.32857,75.3,1.52,CAN,North America,29.4,136.9429,1
9746,9733,Israel,87,0.006869842,105120.6,7947.429,11.733,402.606,2272.903,33132.32,136.8229,52.27429,47.3,0.65,ISR,Asia,26.1,136.8229,1
4167,4086,China,87,0.04591768,73.92743,42.85714,10.641,147.674,NA,15308.71,136.7129,70.83,48.2,-1.45,CHN,Asia,6.2,136.7129,1
9594,9521,Ireland,87,0.01506965,67072.02,1848.714,13.928,69.874,1319.704,67335.29,134.54,39.83286,59,1.32,IRL,Europe,25.3,134.54,1
19058,19093,Spain,87,0.01741073,100577.6,9949.571,19.436,93.105,1174.061,34272.36,134.422,47.69,65.9,1.06,ESP,Europe,23.8,134.422,1
21778,21810,United Kingdom,87,0.02445212,96168.58,33551.43,18.517,272.898,3733.366,39753.24,132.5586,43.98,77.9,1.38,GBR,Europe,27.8,132.5586,1
9901,9887,Italy,87,0.02872001,75943.45,6518.714,23.021,205.859,1383.823,35220.08,128.2371,53.88,56.2,1.05,ITA,Europe,19.9,128.2371,1
13347,13338,Mongolia,87,0.004110115,56984.96,1820.286,4.031,1.98,NA,11840.85,126.1043,59.26,49.5,0.26, , ,20.6,126.1043,1
7033,6972,France,87,0.01704852,98196.46,20004.14,19.718,122.578,1804.12,38605.67,125.3629,45.09286,68.2,1.18,FRA,Europe,21.6,125.3629,1
14252,14198,Netherlands,87,0.009349621,109583.8,2503.714,18.779,508.544,914.2946,48472.54,123.48,41.67,35.1,1.6,NLD,Europe,20.4,123.48,1
7637,7595,Germany,87,0.02381084,46336.71,7685.429,21.453,237.016,834.993,45229.25,122.0529,51.82429,66,1.42,DEU,Europe,22.3,122.0529,1
15002,14924,Norway,87,0.00544033,27449.2,820.8571,16.821,14.462,1281.113,64800.06,119.0029,38.89,64.6,1.73,NOR,Europe,23.1,119.0029,0
6877,6858,Finland,87,0.008475787,22125.52,596.8571,21.228,18.136,1162.341,40585.72,118.18,38.43,68.7,1.61,FIN,Europe,22.2,118.18,0
1151,1186,Austria,87,0.01965679,75048.65,1192.571,19.202,106.749,8270.439,45436.69,117.6471,52.71857,58.5,1.38,AUT,Europe,29,117.6471,0
19518,19469,Sweden,87,0.01312729,105922.4,907.1429,19.985,24.718,1078.469,46949.28,115.59,34.34429,72.1,1.61,SWE,Europe,20.6,115.59,0
5065,5054,Cuba,87,0.007808857,52004.79,9412.571,14.738,110.408,NA,NA,112.6157,71.76,35.2,-1.44,CUB,North America,24.6,112.6157,0
12889,12961,Mauritius,87,0.003084081,5956.678,315.2857,10.945,622.962,NA,20292.74,112.465,49.07,34.9,0.76,MUS,Africa,10.8,112.465,0
21934,21967,United States,87,0.01649232,112231.1,153408.3,15.413,35.608,1548.072,54225.45,112.0886,54.50571,83.5,1.04,USA,North America,36.2,112.0886,0
19669,19701,Switzerland,87,0.01433516,86537.03,2542,18.436,214.243,1050.84,57410.17,108.1914,38.55286,67,1.62,CHE,Europe,15.6,108.1914,0
7937,7930,Greece,87,0.02392174,53919.12,3270.143,20.396,83.479,1409.904,24574.38,107.5557,62.99,53.8,0.86,GRC,Europe,24.9,107.5557,0
11994,11982,Lithuania,87,0.01523137,107015.7,570.4286,19.002,45.135,1615.657,29524.26,105.53,27.76714,55,0.92,LTU,Europe,26.3,105.53,0
21170,21122,Turkey,87,0.008775287,72833.78,19318.43,8.153,104.914,870.3703,25129.34,104.3871,36.76,52.4,-0.83,TUR,Asia,32.1,104.3871,0
3256,3321,Cambodia,87,0.02009282,5318.119,477.8571,4.412,90.672,NA,3645.07,103.4129,79.23143,39.2,-1.22, , ,3.9,103.4129,0
10206,10123,Japan,87,0.01200327,10526.13,23192,27.049,347.778,158.4409,39002.22,101.4471,51.78143,59.8,1.02,JPN,Asia,4.3,101.4471,0
5819,5842,Ecuador,87,0.06436353,27695.46,427,7.104,66.939,93.18157,10581.94,98.23,65.74,50.1,0.03,ECU,South America,19.9,98.23,0
5668,5649,Dominican Republic,87,0.01148323,30974.88,267.5714,6.981,222.873,173.8247,14600.86,96.82143,58.33,38.3,0.14,DOM,North America,27.6,96.82143,0
12445,12431,Malaysia,87,0.009102957,45778.46,21390.29,6.293,96.254,746.2479,26808.16,94.29714,71.24143,62.2,-0.08,MYS,Asia,15.6,94.29714,0
17389,17397,Saudi Arabia,87,0.01563392,14866.38,409.2857,3.295,15.322,750.0911,49045.41,93.80429,53.99714,49.3,-1.64,SAU,Asia,35.4,93.80429,0
6573,6523,Estonia,87,0.009230909,104791.4,305.2857,19.452,31.033,1296.341,29481.25,93.28714,21.85429,57,1.21,EST,Europe,21.2,93.28714,0
8833,8820,Hungary,87,0.03705355,81362.95,97,18.577,108.043,622.4253,26777.56,NA,29.66429,54,0.32,HUN,Europe,26.4,91.815,0
6120,6089,El Salvador,87,0.03058315,14652.46,275,8.273,307.811,NA,7292.458,89.964,32.41,44.2,0.04,SLV,North America,24.6,89.964,0
16358,16411,Poland,87,0.0260917,72425.42,198.1429,16.763,124.027,522.022,27216.44,89.82,35.89143,55.4,0.72,POL,Europe,23.1,89.82,0
689,620,Argentina,87,0.02149842,112845.9,6981.714,11.198,16.177,479.0831,18933.91,89.55429,74.36714,58.6,0.57,ARG,South America,28.3,89.55429,0
18298,18360,Slovenia,87,0.01684763,124320.5,351.4286,19.062,102.619,674.1934,31400.84,85.48714,38.50286,67.2,0.99,SVN,Europe,20.2,85.48714,0
17691,17642,Serbia,87,0.009707585,108108.8,1768.571,17.366,80.291,714.0443,14048.88,83.348,36.11,52.3,NA,SRB,Europe,21.5,83.348,0
2655,2692,Brazil,87,0.02793928,95568.55,26705,8.552,25.04,264.5937,14103.45,83.20286,51.39,59.7,0.39,BRA,South America,22.1,83.20286,0
15605,15653,Panama,87,0.01548841,102633.6,652.5714,7.918,55.133,825.3144,22267.04,82.68,76.58429,43.7,0.58,PAN,North America,22.7,82.68,0
18143,18095,Slovakia,87,0.01611854,137933.3,121.4286,15.07,113.128,7519.644,30155.15,81.08,32.92286,47.9,0.88,SVK,Europe,20.5,81.08,0
13501,13487,Morocco,87,0.01454081,21634.84,6720,6.769,80.08,211.177,7485.013,81.04667,61.63857,43.7,-0.66,MAR,Africa,26.1,81.04667,0
19214,19164,Sri Lanka,87,0.01887085,17874.01,5487,10.069,341.955,237.7386,11669.08,81.04333,83.33,33.9,0.01,LKA,Asia,5.2,81.04333,0
4916,4948,Croatia,87,0.02245607,91717.91,436,19.724,73.726,607.1824,22669.8,79.73167,31.61857,53.3,0.5,HRV,Europe,24.4,79.73167,0
4616,4562,Costa Rica,87,0.01203822,85588.31,2002.143,9.468,96.079,315.55,15525,77.85,54.63,45.1,1.14,CRI,North America,25.7,77.85,0
11256,11245,Latvia,87,0.01821014,76217.46,147.2857,19.754,31.212,1736.895,25063.85,77.34,41.67,62.9,0.81,LVA,Europe,23.6,77.34,0
15154,15202,Oman,87,0.01338188,65828.1,136.4286,2.355,14.98,NA,37960.71,73.86,61.37714,43.1,-1.03,OMN,Asia,27,73.86,0
18757,18790,South Korea,87,0.009340503,4592.611,1787,13.914,527.967,450.9217,35938.37,72.05857,50.33714,70.2,-2.2,KOR,Asia,4.7,72.05857,0
1000,959,Australia,87,0.02189479,1716.922,902.7143,15.504,3.202,1138.843,44648.71,65.79143,71.76,75.5,1.43,AUS,Oceania,20.1,65.79143,0
4317,4346,Colombia,87,0.0254036,94252.97,2832.429,7.646,44.223,459.801,13254.95,64.53,46.3,44.2,0.19,COL,South America,22.3,64.53,0
13048,13035,Mexico,87,0.07856297,25285,16989,6.857,66.444,73.30129,17336.47,63.24714,67.13,57.6,-0.01,MEX,North America,28.9,63.24714,0
10807,10731,Kuwait,87,0.00589113,95631.64,203,2.345,232.128,865.5052,65530.54,NA,60.28,46.1,-0.59,KWT,Asia,37.9,62.5,0
1302,1279,Azerbaijan,87,0.01357166,37790.52,3503.429,6.018,119.309,417.8385,15847.42,59.40429,58.47571,34.2,-1.5,AZE,Asia,19.9,59.40429,0
10505,10494,Kazakhstan,87,0.01495432,41782.5,6772.286,6.991,6.681,NA,24055.59,58.44286,59.79,40.7,-1.17,KAZ,Asia,21,58.44286,0
15903,15939,Paraguay,87,0.0340178,67503.81,127.7143,6.378,17.144,261.8354,8827.01,57.28,48.54143,35.7,0.05,PRY,South America,20.3,57.28,0
20871,20906,Trinidad and Tobago,87,0.02852844,28126.76,158.7143,10.014,266.886,195.5601,28763.07,55.32,85.31714,36.6,0.57,TTO,North America,18.6,55.32,0
14403,14433,New Zealand,87,0.009118379,592.6659,41.57143,15.322,18.206,522.0978,36085.84,54.43714,96.3,54,1.62,NZL,Oceania,30.8,54.43714,0
10356,10345,Jordan,87,0.01303894,69963.7,813.2857,3.81,109.285,808.3185,8337.49,54.04286,57.41,42.1,-0.7,JOR,Asia,35.5,54.04286,0
17089,17138,Russia,87,0.02600797,45968.17,19622.71,14.178,8.823,1204.94,24765.95,52.97,47.02429,44.3,-1.06,RUS,Europe,23.1,52.97,0
16053,15983,Peru,87,0.09237768,62904.1,1108,7.151,25.129,486.7963,12236.71,51.64857,67.59,49.2,0.23,PER,South America,19.47,51.64857,0
16934,16898,Romania,87,0.03154462,55493.79,625.2857,17.85,85.129,553.739,23313.2,49.18143,53.60429,45.8,0.46,ROU,Europe,22.5,49.18143,0
11102,11147,Laos,87,0.000861336,1654.184,411.4286,4.029,29.715,22.33314,6397.36,49,50,43.1,-1.74, , ,5.3,49,0
231,222,Albania,87,0.01778169,49026.89,612.8571,13.188,104.871,337.0461,11803.43,48.65333,38.62429,52.9,0.21,ALB,Europe,21.7,48.65333,0
2207,2240,Bolivia,87,0.03760603,39803.32,565.2857,6.704,10.202,184.8909,6885.829,44.06857,53.17429,35.8,-0.04,BOL,South America,20.2,44.06857,0
19974,20006,Taiwan,87,0.0520035,666.3764,6.857143,NA,NA,105.8604,NA,42.75167,62.04,NA,0.98,TWN,Asia,NA,42.75167,0
11408,11366,Lebanon,87,0.01353421,107825.6,1276.714,8.514,594.561,NA,13367.57,42.226,65.21857,43.1,-0.5,LBN,Asia,32,42.226,0
20572,20634,Timor,87,0.003285855,10646.83,305.8571,3.556,87.176,133.469,6570.102,41.51,69.34857,26,0.34, , ,3.8,41.51,0
